org,repo,activity,comments,prs,commits,issues,pushes,authors,project,url
kubewarden,adm-controller+helm-charts+kubewarden-controller+docs+policies+sbomscanner+kubewarden.io+policy-catalog+community+container-resources-policy+policy-sdk-js+user-group-psp-policy+cel-policy+environment-variable-policy+github-actions+high-risk-service-account-policy+host-namespaces-psp-policy+sysctl-psp-policy+allowed-proc-mount-types-psp-policy+annotations-policy+apparmor-psp-policy+capabilities-psp-policy+deprecated-api-versions-policy+disallow-service-loadbalancer-policy+echo+env-variable-secrets-scanner-policy+hostpaths-psp-policy+ingress-policy+kubewarden-end-to-end-tests+kwctl+pod-runtime-class-policy+policy-evaluator+policy-fetcher+policy-server+rego-policies-library+rfc+seccomp-psp-policy+verify-image-signatures+volumeMounts-policy+volumes-psp-policy+allow-privilege-escalation-psp-policy+allowed-fsgroups-psp-policy+audit-scanner+do-not-expose-admission-controller-webhook-services-policy+flexvolume-drivers-psp-policy+image-cve-policy+labels-policy+namespace-label-propagator-policy+persistentvolumeclaim-storageclass-policy+pod-privileged-policy+priority-class-policy+safe-annotations-policy+selinux-psp-policy+share-pid-namespace-policy+trusted-repos-policy+unique-ingress-policy+unique-service-selector-policy+automation+gostubpkg+js-policy-template+k8s-objects-generator+pod-ndots-policy+policy-sdk-go+policy-sdk-rust+psa-label-enforcer-policy+rancher-project-quotas-namespace-validator+raw-mutation-wasi-policy+readonly-root-filesystem-psp-policy+safe-labels-policy+.github+context-aware-demo+context-aware-test-policy+go-policy-template+go-wasi-context-aware-test-policy+go-wasi-policy-template+kyverno-dsl-policy+opa-policy-template+policy-sdk-dotnet+policy-sdk-swift+rancher-project-propagate-labels+rust-policy-template+workload-annotations-policy+context-aware-test-gatekeeper-policy+context-aware-test-opa-policy+disallow-service-nodeport-policy+gatekeeper-policy-template+load-testing+raw-mutation-policy+raw-validation-wasi-policy+sleeping-policy+strfmt+fleet-example+raw-validation-opa-policy+raw-validation-policy+swift-policy-template,11337,2791,1404,12078,484,6658,71,kubewarden,kubewarden.io
inspektor-gadget,inspektor-gadget+website+headlamp-plugin+ig-gpu-instructions+insights-plugin+charts+Contribfest-KubeCon-NA2025+grafana-dashboards+homebrew-tap+ig-desktop+ig-mcp-server+gadget-template+ig-benchmarks+ig-extcap+ig-test-reports,4762,1191,275,2547,106,3190,70,Inspektor Gadget,inspektor-gadget.io
youki-dev,youki+oci-spec-rs,1320,816,134,291,85,285,70,Youki,containers.github.io/youki
pipe-cd,pipecd+community-plugins+docs-mcp-server+piped-plugin-sdk-go+actions-plan-preview+terraform-provider-pipecd+examples,3060,1461,541,739,139,919,69,PipeCD,pipecd.dev
antrea-io,antrea+antrea-ui+image-utils+has-changes+website+antrea-operator+antrea-releaser,4827,3200,475,743,107,1045,68,Antrea,antrea.io
RConsortium,pharma-skills+pharma_skills+rconsortium_website+submissions-pilot5-datasetjson+submissions-pilot7-synthetic-data+S7+submissions-pilot6-adams-tlfs+isc-proposal+submissions-wg+r-advisory-database,1456,415,197,1675,178,666,68,RConsortium,r-consortium.org
OAI,OpenAPI-Specification+spec.openapis.org+learn.openapis.org+Overlay-Specification+Arazzo-Specification+Outreach+conference+OAI-Courses,2692,1699,276,1047,164,553,67,Open API,openapis.org
kubevela,kubevela+kubevela.github.io+vela-go-definitions+workflow+velaux+kube-trigger+community+catalog+kubevela-core-api+pkg+terraform-controller+prism,1384,753,187,664,335,109,66,KubeVela,kubevela.io
radius-project,radius+resource-types-contrib+docs+design-notes+bicep-types-aws+blog+dashboard+samples+lab+website+bicep-tools+community+.github+recipes+eshop+radius-skills,6662,3114,573,1933,791,2184,66,Radius,radapp.io
wasmCloud,wasmCloud+wasmcloud.com+wash+typescript+go+setup-wash-action+wadm+actions+runtime-operator+homebrew-wasmcloud+wadm-operator+wasmcloud-operator+contrib+nkeys+wadge+arewefastyet+cabish+go-vanity-urls+wasmcloud-js,2826,914,432,2078,194,1286,65,wasmCloud,wasmcloud.com
velero-io+vmware-tanzu,velero+velero+velero-plugin-for-aws+velero-plugin-for-aws+velero-plugin-for-gcp+velero-plugin-for-gcp+velero-plugin-for-microsoft-azure+velero-plugin-for-microsoft-azure+velero-plugin-for-vsphere+velero-plugin-example,3164,2189,314,2374,370,291,65,Velero,velero.io
kcl-lang,kcl+modules+kcl-lang.io+kpm+kcl-go+kcl-openapi+cli+krm-kcl+lib+vscode-kcl+flux-kcl-controller+helm-kcl+kcl-operator+scoop-bucket+tree-sitter-kcl+kcl-plugin+kpt-kcl+kubectl-kcl,603,94,94,668,120,295,63,KCL,kcl-lang.io
AthenZ,athenz+k8s-athenz-sia+authorization-proxy+csi-driver-athenz+terraform-provider-athenz+mcp-oauth-proxy+athenz-authorizer+athenz-issuer+k8s-athenz-syncer+garm+website,994,384,233,584,25,352,62,Athenz,athenz.io
letsencrypt,website+boulder+pebble+unbound_exporter+cp-cps+test-certs-site+spf-flattener+ceremony-demos+challtestsrv,3064,1365,516,844,191,992,62,Let's Encrypt,letsencrypt.org
fossology,fossology+LicenseDb+FOSSologyUI+fossology-python+LicenseDb-UI+Nirjas+safaa,1537,846,327,798,122,242,61,FOSSology,fossology.org
spinframework+fermyon,spin+spin-docs+spin-plugins+containerd-shim-spin+spin-operator+spin-trigger-plugins+runtime-class-manager+spin-python-sdk+spin-trigger-mqtt+spin-trigger-sqs+spin-go-sdk+spin-js-sdk+spin-rust-sdk+spin-trigger-command+homebrew-tap+otel-plugin+spin-trigger-cron+spinkube-docs+actions+js-wasi-ext+spin-deps-plugin+http-auth-middleware+schemas.spinframework.dev+spin-environments+spin-fileserver+spin-plugin-kube+spin-js-sdk+governance+rust-docs,2896,1602,377,2495,143,774,60,Spin,developer.fermyon.com/spin
Azure+kubefleet-dev,fleet+kubefleet+website+fleet-networking+kubefleet-cookbook+kubefleet-headlamp-plugin+enhancements+.github+community,3397,2348,356,1336,118,575,60,KubeFleet,github.com/Azure/fleet
AcademySoftwareFoundation,OpenRV+xstudio+ori-shared-platform,1230,633,247,506,85,265,59,ASWF Open Review Initiative,academysoftwarefoundation.github.io/EncodingGuidelines
linkerd,linkerd2+website+linkerd2-proxy+linkerd2-proxy-init+linkerd2-proxy-api+dev+linkerd-await+linkerd-extension-init+linkerd-cert-manager+linkerd-failover,3469,1207,560,1115,64,1638,59,Linkerd,linkerd.io
Apicurio,apicurio-registry,2704,365,319,1155,482,1538,57,Apicurio Registry,apicur.io/registry
kmesh-net,kmesh+orion+website+test-infra,1409,994,163,678,83,169,56,Kmesh,kmesh.net
cri-o,cri-o+packaging+credential-provider+crio-credential-provider+ocicni,2624,1422,238,611,45,919,56,CRI-O,cri-o.io
AcademySoftwareFoundation,dna+openapv+rmtc+openqmc,650,209,113,545,116,212,56,ASWF,aswf.io
AcademySoftwareFoundation,OpenImageIO,1427,813,240,797,44,330,55,ASWF OpenImageIO,openimageio.readthedocs.org
AcademySoftwareFoundation,MaterialX+OpenPBR,1347,835,210,310,89,213,54,ASWF MaterialX,materialx.org
armadaproject,armada+armada-spark+armada-operator+jenkins-plugin,1673,607,216,723,18,832,54,Armada,armadaproject.io
kptdev,kpt+porch+krm-functions-catalog+krm-functions-sdk+kpt-backstage-plugins+governance+.github+kpt-samples,934,469,134,823,181,150,53,kpt,kpt.dev
in-toto,attestation+go-witness+witness+archivista+friends+in-toto+community+helm-charts+in-toto.io+attestation-verifier+in-toto-golang+demo+in-toto-rs+scai-demos,1428,585,164,375,41,638,53,in-toto,in-toto.io
AcademySoftwareFoundation,openexr+Imath,823,294,134,560,115,280,52,ASWF OpenEXR,openexr.com
dexidp,dex+helm-charts+website,800,382,131,287,36,251,50,Dex,github.com/dexidp
lf-edge,eve+ekuiper+eden+adam+eve-monitor-rs,4170,2650,754,2502,41,725,50,LF Edge,lfedge.org
oscal-compass,compliance-trestle+community+compliance-to-policy-go+oscal-sdk-go+agentic-agile-authoring+compliance-trestle-demos+oscal-content+.github+compliance-trestle-template-component-definition+oscal-compass.github.io+compliance-to-policy+c2p-plugins-contrib+compliance-trestle-mcp+compliance-trestle-ssp-demo+e2e-demo,1193,477,128,431,79,509,49,TrestleGRC,oscal-compass.github.io
getsops,sops+docs+sotp,625,330,89,472,82,124,49,SOPS,github.com/mozilla/sops
cloudevents,sdk-go+sdk-python+spec+cloudevents-web+sdk-java+sdk-rust+conformance+sdk-csharp+sdk-javascript+sdk-ruby,716,374,114,294,55,173,49,CloudEvents,cloudevents.io
urunc-dev,urunc+urunc_test+urunc-external-merge+ci-dashboard+unikernel-build+urunc-release-test+urunc-test-fork+monitors-build,1548,484,141,854,96,827,48,urunc,urunc.io
iovisor,bcc,422,274,71,101,26,51,48,IO Visor,iovisor.org
cubefs,cubefs+cubefs_blog+cubefs-csi+cubefs-community,537,274,87,2254,113,63,48,CubeFS,cubefs.io
openmainframeproject,feilong+software-discovery-tool+tac+cobol-programming-course+build-feilong+cobol-check+tersedecompress,515,167,146,344,43,159,47,Open Mainframe,openmainframeproject.org
Azure+project-dalec,dalec+dalec+dalec-docker-desktop-extension+dalec-vscode-extension+.project,1177,597,181,931,77,322,46,Dalec,azure.github.io/dalec
projectcapsule,capsule+capsule-proxy+website+capsule-addon-fluxcd+headlamp-plugin+charts,1518,282,194,510,47,995,45,Capsule,capsule.clastix.io
k8sgpt-ai,k8sgpt+k8sgpt-operator+website+charts+homebrew-k8sgpt,1103,88,59,253,56,900,45,K8sGPT,k8sgpt.ai
werf,werf+nelm+trdl+website+kubedog+common-go+actions+nelm-operator+nelm-chart-ts-sdk+wormatter+common-ci+trdl-actions,2657,499,568,3285,56,1534,45,werf,werf.io
devfile,devworkspace-operator+registry+developer-images+devworkspace-generator+alizer+registry-support+api+devfile-web+gui-wizard+library+claude-plugin+integration-tests+registry-operator+cloud-dev-images+docs+landing-page+registry-viewer,2373,916,302,639,59,1096,44,Devfile,github.com/devfile
score-spec,score-compose+score-k8s+docs+score-go+spec+score.dev+community-provisioners+score-aca+score-helm+score-implementation-sample+score-radius+examples+homebrew-tap+setup-score+.github+community-patchers+sample-score-app,1026,170,179,698,50,627,43,Score,score.dev
kumahq,kuma+kuma-website+kuma-gui+kuma-counter-demo+ci-tools+envoy-builds,8982,3473,1118,2004,651,3740,42,Kuma,kuma.io
carvel-dev,kapp-controller+kbld+kapp+ytt+vendir+imgpkg+secretgen-controller+carvel+homebrew+release-scripts+setup-action,411,120,68,373,23,200,42,Carvel,carvel.dev
parallaxsecond,rust-cryptoki+rust-tss-esapi+rust-psa-crypto+parsec+parsec-interface-rs,593,458,53,313,29,53,42,PARSEC,github.com/parallaxsecond/parsec
project-copacetic,copacetic+copa-action+mcp-server+.project,1260,629,164,230,101,366,41,Copa,project-copacetic.github.io/copacetic
todogroup,ospology+todogroup.org+governance+awesome-ospo,731,420,104,452,64,143,41,TODO (OSPO) Group,github.com/todogroup
AcademySoftwareFoundation,OpenCue,1782,962,292,444,336,192,41,ASWF OpenCue,opencue.io
chaosblade-io,chaosblade-exec-os+chaosblade-operator+chaosblade+chaosblade-box+chaosblade-box-fe+chaosblade-space-exploration+chaosblade-website+chaosblade-exec-cri+chaosblade-box-agent+chaosblade-exec-cplus+chaosblade-exec-jvm+chaosblade-exec-middleware+cloud-native-maturity-evaluate+chaosblade-exec-cloud+chaosblade-spec-go+chaosblade-help-doc+charts+chaosblade-for-deepwiki,835,179,182,655,169,305,41,ChaosBlade,github.com/chaosblade-io
submariner-io,submariner+submariner-operator+lighthouse+releases+submariner-website+shipyard+subctl+admiral+cloud-prepare+enhancements+submariner-charts+submariner-diagnostics+submariner-bot+get.submariner.io+submariner-io.github.io,6107,1859,1045,2762,101,3102,41,Submariner,submariner.io
kube-logging,logging-operator+fluentd-images+kube-logging.github.io+custom-runner+telemetry-controller+log-generator+.github,913,174,101,673,44,594,41,Logging Operator,kube-logging.dev
modelpack,modctl+model-spec+model-csi-driver+modelpack.org+community,860,431,159,299,44,226,40,ModelPack,github.com/CloudNativeAI/model-spec
serverlessworkflow,specification+sdk-java+editor+sdk-typescript+serverlessworkflow.github.io+sdk-go+synapse+sdk-python+sdk-rust+vscode-extension+catalog+sdk-net,1572,635,264,852,218,455,40,Serverless Workflow,serverlessworkflow.io
notaryproject,ratify+notation+notaryproject.dev+ratify-verifier-go+notation-go+ratify-containerd+ratify-go+ratify-web+.github,779,295,113,251,38,333,39,Notary,github.com/notaryproject
hyperlight-dev,hyperlight+hyperlight-js+hyperlight-wasm+cargo-hyperlight+hyperlight-unikraft+hyperlight-wasm-http-example+ci-setup-workflow+hyperlight-nanvix+hyperlight-wasm-calculator-example+www+hyperlight-kubeconNA2024-demo+hyperlight-sandbox+hyperagent+hyperlight-on-kubernetes+hyperlight-wasm-sockets-example,4035,2051,405,1485,162,1417,39,Hyperlight,hyperlight.org
sustainable-computing-io,kepler+kepler-operator+kepler-doc+kepler-helm-chart+community+susql-operator+clever+kepler-model-server+local-dev-cluster,1666,1009,269,612,108,280,38,Kepler,sustainable-computing.io
chaos-mesh,chaos-mesh+website+charts+k8s_dns_chaos+chaos-mesh-action+chaos-mesh.github.io+chaos-tproxy+memStress,461,164,86,216,79,132,37,Chaos Mesh,chaos-mesh.org
tinkerbell,tinkerbell+actions+cluster-api-provider-tinkerbell+hook+smee+captain+tinkerbell.org+playground+rufio+.github+charts+hegel+ipxedust+tink,1044,295,243,767,59,447,36,Tinkerbell,tinkerbell.org
metallb,metallb+frr-k8s+metallb-operator,1184,621,85,386,49,429,36,MetalLB,metallb.org
cdfoundation,CICD-Cybersecurity+toc+tekton-helm-chart+cdf-landscape+foundation,197,65,29,206,36,67,36,CDF,cd.foundation
distribution,distribution+distribution-library-image+reference,356,230,50,168,28,48,36,Distribution,github.com/distribution
kanisterio,kanister+blueprints+datamover+kanister-charts,1242,402,152,348,19,669,34,Kanister,kanister.io
k8gb-io,k8gb+coredns-crd-plugin,2395,437,162,652,45,1751,34,K8GB,github.com/AbsaOSS/k8gb
bank-vaults,bank-vaults+vault-operator+vault-secrets-webhook+bank-vaults.dev+secret-init+secrets-webhook+vault-env+vault-helm-chart+vault-sdk+secret-sync+vault-secrets-reloader,2388,815,383,624,20,1170,34,Bank-Vaults,bank-vaults.dev
kitops-ml,kitops+pykitops+gh-kit-setup+homebrew-kitops+kitops-ts+daggerverse+kitops-desktop,628,287,91,331,38,212,33,KitOps,kitops.ml
service-mesh-performance+layer5io,service-mesh-performance+perf+advanced-istio-service-mesh-workshop+istio-service-mesh-workshop+service-mesh-labs+linkerd-service-mesh-workshop,91,21,33,131,4,33,32,Service Mesh Performance,smp-spec.io
nmstate,nmstate+nmstate.github.io+kubernetes-nmstate+nmstate-console-plugin+test-env,949,532,176,402,27,214,32,NMstate,nmstate.io
projectcontour,contour+helm-charts+community+contour-authserver,738,262,139,193,48,289,32,Contour,projectcontour.io
shipwright-io,build+cli+website+triggers+community+operator+.github,677,321,82,255,76,198,31,Shipwright,shipwright.io
theupdateframework,tuf-js+go-tuf+python-tuf+rust-tuf+theupdateframework.io+specification+tuf-on-ci+taps+tuf-conformance+tuf-on-ci-template+community,584,193,100,264,18,273,31,TUF,github.com/theupdateframework.com
openyurtio,openyurt+openyurt.io+raven+yurt-dashboard,355,155,64,122,55,81,31,OpenYurt,opeyurt.io
drasi-project,drasi-core+drasi-platform+docs+drasi-server+learning,2658,1494,312,1167,141,711,29,Drasi,drasi.io
kubeslice,kubeslice-controller+worker-operator+kubeslice+gateway-certs-generator+gateway-sidecar+wireguard+apis+cmd-nsc+cmd-admission-webhook-k8s+dns+cmd-forwarder-kernel+cmd-nsmgr+cmd-registry-k8s+kubeslice-cli+cmd-nsc-init+docs,373,148,122,219,31,72,28,Kubeslice,kubeslice.io
telepresenceio,telepresence+telepresence.io+docker-volume-telemount+homebrew-telepresence+clog+dlib+go-ftpserver+go-fuseftp,952,292,152,985,54,454,28,Telepresence,telepresence.io
pyro-ppl,numpyro+pyro,496,289,93,132,53,61,27,Pyro,pyro.ai
AcademySoftwareFoundation,OpenTimelineIO,249,150,51,59,24,24,27,ASWF OpenTimelineIO,opentimeline.io
AcademySoftwareFoundation,OpenColorIO+ColorInterop+OpenColorIO-Config-ACES,469,331,54,89,50,34,25,ASWF OpenColorIO,opencolor.io
AcademySoftwareFoundation,openvdb,381,204,69,454,19,89,25,ASWF OpenVDB,openvdb.org
keylime,keylime+rust-keylime+enhancements+keylime-mcp,919,398,146,438,29,346,24,Keylime,keylime.dev
magma,magma+magma-documentation,441,219,34,75,162,26,24,Magma,magmacore.org
Serverless-Devs,agentrun-sdk-python+agentrun-cli+agentrun-docs+Serverless-Devs+agentrun-sdk-nodejs+toolkit,379,41,60,538,10,268,24,Serverless Devs,serverless-devs.com
projectacrn,acrn-hypervisor,137,65,28,233,23,21,23,Project ACRN,projectacrn.org
containernetworking,plugins+cni+cni.dev+meeting-notes,141,87,25,42,10,19,23,CNI,github.com/containernetworking
composefs,composefs-rs+tar-rs+composefs+composefs-run+tar-core,143,62,14,515,2,65,23,composefs,github.com/containers/composefs
interlink-hq+interTwin-eu,interLink+interlink-slurm-plugin+interlink-helm-chart+interlink-htcondor-plugin+vk-test-set+docs+interlink-plugin-sdk+cluster-api-provider+interlink-apptainer-plugin+interlink-arc-plugin+interlink-docker-plugin+interlink-kubernetes-plugin,505,131,65,449,43,266,23,Interlink,interwin.eu
piraeusdatastore,helm-charts+piraeus-operator+linstor-csi+piraeus+drbd-shutdown-guard+linstor-affinity-controller+linstor-scheduler-extender+piraeus-ha-controller+nri-volume-qos+docs,736,237,103,362,48,348,23,Piraeus-Datastore,piraeus.io
k8up-io,k8up+.project+website,354,60,35,216,20,239,22,K8up,k8up.io
AcademySoftwareFoundation,OpenShadingLanguage,350,168,66,228,17,99,21,ASWF Open Shading Language,github.com/AcademySoftwareFoundation/OpenShadingLanguage
emissary-ingress,emissary+emissary-ingress.dev,259,122,85,195,19,33,21,Emissary-ingress,getambassador.io
lfai,security-and-compliance+model_openness_tool+artwork+foundation+proposing-projects,341,54,112,484,21,154,21,LF AI,lfaidata.foundation
project-akri,akri+akri-docs+examples+akri-discovery-handler-template,85,19,24,85,11,31,20,Akri,docs.akri.sh
easegress-io+megaease,easegress+easeagent+easeprobe+easeagent-spring-boot-demo-3.5.3+megacloud-chat+megacloud-mcp-client+easemesh-api+.github+easeagent-spring-petclinic,391,60,62,690,7,262,20,easegress,megaease.com/easegress/
KusionStack,kube-api+kube-xset+kube-utils+rollout+charts+kusion+.github+community+karpor+karpor-landing-page+kuperator+kusionstack.io+resourceconsist,498,79,120,462,14,285,19,KusionStack,kusionstack.io
screwdriver-cd,screwdriver+notifications-slack,592,127,65,79,331,69,19,Screwdriver CD,screwdriver.cd
sodafoundation,contexture+crystal,44,11,11,89,10,12,19,SODA Foundation,sodafoundation.io
openGemini,openGemini+openGemini-cli+opengemini-client-go+observability+opengemini-client-python+opengemini-client-python-application+openGemini.github.io+opengemini-client-cpp+opengemini-client-java+opengemini-client-rust+openGemini-Flink-Connector+openGemini-studio+pr-title-checker+website,306,111,75,126,67,53,18,openGemini,opengemini.org
schemahero,schemahero+schemahero-helm+homebrew-tap+schemahero-docs,325,65,63,134,2,195,18,SchemaHero,schemahero.io
openhpc,ohpc,590,161,179,1110,10,240,18,OpenHPC,openhpc.community
ko-build,ko+terraform-provider-ko+setup-ko,242,53,30,96,14,145,18,ko,ko.build
spidernet-io,spiderpool+egressgateway+deployCilium+charts+vlan-cni+cilium-chaining+e2eframework+mock-ai-topology,1120,297,265,275,306,252,18,Spiderpool,spidernet-io.github.io/spiderpool/
AcademySoftwareFoundation,rez,258,127,28,32,40,63,17,ASWF Rez,rez.readthedocs.io
cdk8s-team,cdk8s-cli+cdk8s,874,41,17,338,33,783,17,cdk8s,cdk8s.io
virtual-kubelet,virtual-kubelet+azure-aci,126,49,18,29,3,56,17,Virtual Kubelet,virtual-kubelet.io
kubean-io,kubean+kubean-helm-chart+kube-node-tuning+kubean-api+kubean-manifest,387,53,80,474,8,246,17,Kubean,kubean-io.github.io/kubean/
hwameistor,hwameistor+hwameistor-operator+hwameistor.github.io,187,23,72,177,50,42,16,Hwameistor,hwameistor.io
kube-bind,kube-bind+kube-bind.github.io,871,569,95,348,59,148,15,kbind,kube-bind.io
kuasar-io,kuasar,102,62,28,83,0,12,15,Kuasar,kuasar.io
ContainerSSH,ContainerSSH+containerssh.github.io+agent+images,95,28,12,42,8,47,15,ContainerSSH,containerssh.io
oxia-db,oxia+oxia-db.github.io+helm-charts+benchmark+okk+regret-adapters+liboxia+oxia-client-java+.github+nightly-testing+testcontainers+oxia-client-node+oxia-client-python,1492,325,237,1214,58,872,15,Oxia,oxia-db.github.io
AcademySoftwareFoundation,rawtoaces+rawtoaces-data,738,542,97,179,28,71,14,ASWF RAW to ACES Utility,github.com/AcademySoftwareFoundation/rawtoaces
bpfman,bpfman+bpfman-operator,296,130,42,248,14,110,14,bpfman,bpfman.io
runmedev,web+runme+vscode-runme+docs.runme.dev+runmejs+website,1076,150,184,735,45,697,14,Runme Notebooks,runme.dev
networkservicemesh,deployments-k8s+cmd-forwarder-vpp+cmd-nsmgr+sdk+cmd-forwarder-ovs+cmd-forwarder-sriov+integration-k8s-kind+integration-tests+sdk-k8s+sdk-vpp+cmd-admission-webhook-k8s+cmd-cluster-info-k8s+cmd-csi-driver+cmd-dashboard-backend+cmd-exclude-prefixes-k8s+cmd-ipam-vl3+cmd-map-ip-k8s+cmd-nse-supplier-k8s+cmd-nse-vlan-vpp+cmd-nsmgr-proxy+cmd-registry-k8s+cmd-registry-proxy-dns+cmd-lb-vl3-vpp+cmd-nsc+cmd-nsc-init+cmd-nsc-simple-docker+cmd-nsc-vpp+cmd-nse-firewall-vpp+cmd-nse-icmp-responder+cmd-nse-icmp-responder-vpp+cmd-nse-l7-proxy+cmd-nse-simple-vl3-docker+cmd-nse-vl3-vpp+cmd-registry-memory+sdk-kernel+sdk-ovs+sdk-sriov+site+api,577,41,27,470,6,503,13,Network Service Mesh,networkservicemesh.io
inclavare-containers,TNG+measurement_tools+confidential-agent+rats-tls+Shelter+Confidential-AI+rats-rs+tdx-qgsd-multiplexer,381,146,33,649,2,200,13,Inclavare Containers,inclavare-containers.io
fledge-iot,fledge,390,236,44,188,4,106,13,Fledge,lfedge.org/projects/fledge
kudobuilder,kuttl+homebrew-tap,157,71,15,84,4,67,13,Kudo,kudo.dev
project-stacker,stacker+c3+project-stacker.github.io,228,70,29,209,2,127,12,Stacker,stackerbuild.io
AcademySoftwareFoundation,tac,384,29,164,254,42,149,12,ASWF Common,aswf.io
tokenetes,.project+website+example-application+tokenetes+tconfigd,38,13,6,24,4,15,12,Tokenetes,tokenetes.io
kubeclipper,kubeclipper+console+kubeclipper.github.io+kubectl,121,13,38,89,18,52,11,Kubeclipper,kubeclipper.io
SlimPlanet,SlimFaas,635,44,52,978,34,505,11,SlimFaaS,github.com/AxaFrance/SlimFaas
getporter,porter+azure-plugins+examples+vanity+aws-plugins,508,195,95,531,47,171,11,Porter,porter.sh
lf-energy,lfenergy-landscape+tac,648,49,248,494,50,301,11,LF Energy,lfenergy.org
jenkins-x,jx+jx3-versions+jx-docs+terraform-aws-eks-jx,318,70,57,2511,10,181,10,Jenkins X,jenkins-x.io
kubereboot,charts+kured+website,340,122,69,217,39,110,10,Kured,github.com/weaveworks/kured
loxilb-io,loxilb+kube-loxilb+loxilb-ebpf+killercoda-examples+loxicmd+loxilb-ingress+loxilbdocs,156,37,41,195,21,57,10,LoxiLB,loxilb.io
xregistry,spec+codegen+server+viewer+xregistry.github.io+xrproxy,896,330,39,1010,47,480,9,xRegistry,xregistry.io
clusternet,clusternet+charts,37,10,12,47,2,13,9,Clusternet,clusternet.io
bfenetworks,bfe+service-controller+conf-agent+api-server,43,4,18,74,2,19,9,BFE,bfe-networks.net
MarquezProject,marquez,95,25,5,18,12,53,9,Project Marquez,marquezproject.ai
devspace-sh,devspace,307,47,71,169,34,155,9,DevSpace,loft.sh
artifacthub,hub+homebrew-cmd+scoop-cmd,309,110,28,48,124,47,8,Artifact Hub,artifacthub.io
vscode-kubernetes-tools,vscode-kubernetes-tools,435,185,65,65,31,154,8,VS Code Kubernetes Tools,github.com/vscode-kubernetes-tools/vscode-kubernetes-tools
opennetworkinglab,aether-onramp,144,49,38,166,7,50,8,Open Networking Laboratory,opennetworking.org
open-gitops,website+.github,14,3,6,10,0,5,8,OpenGitOps,opengitops.dev
coreinfrastructure,best-practices-badge,799,79,248,1112,24,448,8,Core Infrastructure,coreinfrastructure.org
pixie-io,pixie+px.dev+docs.px.dev,206,96,44,199,13,53,7,Pixie,px.dev
trickstercache,trickster,247,83,62,125,32,70,7,Trickster,tricksterproxy.io
JanusGraph,janusgraph,102,42,30,20,14,16,7,JanusGraph,janusgraph.org
AcademySoftwareFoundation,openfx,114,73,11,100,11,19,7,ASWF OpenFX,github.com/AcademySoftwareFoundation/openfx
cdevents,spec,69,35,14,44,5,15,6,CDEvents,cdevents.dev
AcademySoftwareFoundation,aswf-docker,167,64,29,104,35,39,6,ASWF CI Working Group,aswf.io
opcr-io,policy+homebrew-tap+opcr-io-github.io+opcr-io.github.com+opcr-website,92,17,10,59,3,62,6,OPCR,openpolicyregistry.io
ortelius,ortelius+pdvd-frontend+pdvd-backend+pdvd-aiops,621,28,13,1660,47,533,6,Ortelius,ortelius.io
tremor-rs,dissect+kv+tremor-www+qwal+tremor-runtime,38,10,5,17,2,21,6,Tremor,tremor.rs
clusterpedia-io,clusterpedia+clusterpedia-helm,35,6,10,28,0,19,6,Clusterpedia,clusterpedia.io
sermant-io,Sermant+Sermant-website+first-plugin,51,22,13,19,10,6,6,Sermant,sermant.io
"",container2wasm+ktock/container2wasm,142,54,27,229,8,53,5,container2wasm,github.com/ktock/container2wasm
kuberhealthy,kuberhealthy+ami-check+bash+cronjob-checker+daemonset-check+deployment-check+dns-resolution-check+go+http-check+http-content-check+image-download-check+kiam-check+namespace-pod-check+network-connection-check+pod-restarts-check+pod-status-check+python+resource-quota-check+rust+ssh-check+ssl-expiry-check+ssl-handshake-check+test-check+minio-test,659,16,220,706,1,422,5,Kuberhealthy,github.com/Comcast/kuberhealthy
nocalhost,nocalhost-intellij-plugin+nocalhost,38,16,11,44,4,7,5,Nocalhost,nocalhost.dev
paralus,dashboard+helm-charts+eks-blueprints-addon+paralus+relay+website,279,20,108,55,4,147,5,Paralus,paralus.io
keptn,lifecycle-toolkit+lifecycle-toolkit-charts,452,4,1,291,0,447,4,Keptn,kepth.sh
rethinkdb,rethinkdb,53,31,6,30,5,11,4,RethinkDB,rethinkdb.com
openvswitch,openvswitch.github.io,30,11,5,35,1,13,4,Open vSwitch,openvswitch.org
odpi,egeria,680,11,79,255,8,582,4,ODPi,odpi.org
horovod,horovod,83,19,9,97,2,53,4,Horovod,eng.uber.com/horovod
eraser-dev,eraser,84,40,2,17,7,35,4,Eraser,azure.github.io/eraser
AcademySoftwareFoundation,dpel-website,33,15,12,15,1,5,4,ASWF Digital Production Example Library,dpel.aswf.io
Angel-ML,angel,26,6,10,11,9,1,3,Angel,github.com/Angel-ML
sparklyr,sparklyr,93,17,8,149,6,62,3,sparklyr,github.com/sparklyr
tellerops,teller,15,9,2,12,1,3,3,Teller,tlr.dev
slimtoolkit,slim,54,25,5,6,10,14,2,SlimToolkit,slimtoolkit.org
v6d-io,v6d,41,21,6,2,7,7,2,Vineyard,v6d.io
OpenFunction,builder+java-samples+openfunction.dev+serverless-devs,171,4,60,29,0,107,2,OpenFunction,openfunction.dev
